state_fips,state_name,drought_lvl,area_pct,time_range
44,Rhode Island,D2,3.047935222672065,2001-2010
44,Rhode Island,D3,0.0,2001-2010
44,Rhode Island,D4,0.0,2001-2010
44,Rhode Island,None,79.15552631578947,2001-2010
45,South Carolina,D0,21.473704453441297,2001-2010
45,South Carolina,D1,10.859797570850201,2001-2010
45,South Carolina,D2,7.389352226720648,2001-2010
45,South Carolina,D3,8.12925101214575,2001-2010
45,South Carolina,D4,2.5082793522267206,2001-2010
45,South Carolina,None,49.63973684210526,2001-2010
46,South Dakota,D0,19.697672064777326,2001-2010
46,South Dakota,D1,14.973684210526315,2001-2010
46,South Dakota,D2,12.139372469635628,2001-2010
46,South Dakota,D3,5.0728744939271255,2001-2010
46,South Dakota,D4,0.4387449392712551,2001-2010
46,South Dakota,None,47.67730769230769,2001-2010
47,Tennessee,D0,14.013623481781377,2001-2010
47,Tennessee,D1,7.677854251012146,2001-2010
47,Tennessee,D2,4.824736842105263,2001-2010
47,Tennessee,D3,3.8328137651821863,2001-2010
47,Tennessee,D4,2.1988866396761133,2001-2010
47,Tennessee,None,67.45214574898786,2001-2010
48,Texas,D0,16.91657894736842,2001-2010
48,Texas,D1,13.402307692307692,2001-2010
48,Texas,D2,9.230080971659918,2001-2010
48,Texas,D3,5.361234817813765,2001-2010
48,Texas,D4,1.7130769230769232,2001-2010
48,Texas,None,53.376720647773276,2001-2010
49,Utah,D0,19.559757085020244,2001-2010
49,Utah,D1,12.968461538461538,2001-2010
49,Utah,D2,13.582064777327934,2001-2010
49,Utah,D3,16.263502024291498,2001-2010
49,Utah,D4,2.0858299595141703,2001-2010
49,Utah,None,35.54044534412955,2001-2010
50,Vermont,D0,6.903542510121457,2001-2010
50,Vermont,D1,5.030769230769231,2001-2010
50,Vermont,D2,0.4235425101214575,2001-2010
50,Vermont,D3,0.0,2001-2010
50,Vermont,D4,0.0,2001-2010
50,Vermont,None,87.64218623481781,2001-2010
51,Virginia,D0,15.107145748987854,2001-2010
51,Virginia,D1,11.972651821862348,2001-2010
51,Virginia,D2,7.387854251012145,2001-2010
51,Virginia,D3,2.3521862348178137,2001-2010
